Car Name,Price,Dealer Name,Transmission Type,Drivetrain,Fuel Type,Rating,Reviews,Location,Mileage
2022 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$29,500",Koons Tysons Chrysler Dodge Jeep RAM,Automatic,All-Wheel Drive,Electric,3.7,984 reviews,"Vienna, VA (38 mi.)","43,707 mi."
2015 Tesla Model S 70D,"$20,950",Sheehy Honda,Automatic,All-Wheel Drive,Electric,4.8,"1,487 reviews","Alexandria, VA (40 mi.)","68,720 mi."
2021 Tesla Model Y Long Range,"$27,500",AP Fairfax,Automatic,All-Wheel Drive,Electric,0,504 reviews,"Fairfax, VA (42 mi.)","72,239 mi."
2020 Tesla Model Y Long Range Dual Motor All-Wheel Drive,"$29,995",Virginia Fine Cars,Automatic,All-Wheel Drive,Electric,3.8,25 reviews,"Chantilly, VA (49 mi.)","39,270 mi."
2021 Tesla Model X Long Range Plus Dual Motor All-Wheel Drive,"$52,997",Fred's Executive Auto,Automatic,All-Wheel Drive,Electric,4.3,471 reviews,"Woodbridge, VA (53 mi.)","31,342 mi."
2021 Tesla Model X Long Range Plus Dual Motor All-Wheel Drive,"$48,500",Fred's Executive Auto,Automatic,All-Wheel Drive,Electric,4.3,471 reviews,"Woodbridge, VA (53 mi.)","40,598 mi."
2023 Tesla Model Y Performance,"$36,995",Carmart,Automatic,All-Wheel Drive,Electric,3.1,31 reviews,"Manassas, VA (54 mi.)","25,965 mi."
2018 Tesla Model S 75D,"$23,998",Sheehy Nissan of Manassas,Automatic,All-Wheel Drive,Electric,4.1,"1,073 reviews","Manassas, VA (54 mi.)","84,593 mi."
2022 Tesla Model 3 Long Range,"$26,995",Kingstowne Motorcars,Automatic,All-Wheel Drive,Electric,4.2,676 reviews,"Manassas, VA (57 mi.)","40,989 mi."
2021 Tesla Model X Long Range,"$41,995",Kingstowne Motorcars,Automatic,All-Wheel Drive,Electric,4.2,676 reviews,"Manassas, VA (57 mi.)","66,884 mi."
2021 Ford Mustang Mach-E Premium,"$29,999",Premier Automotive,Automatic,All-Wheel Drive,Electric,3.2,235 reviews,"Dumfries, VA (58 mi.)","15,726 mi."
2023 Tesla Model Y,"$35,495",Budget Car Sales,Automatic,All-Wheel Drive,Electric,4.9,422 reviews,"Middletown, PA (67 mi.)","15,083 mi."
2021 Tesla Model 3 Performance,"$30,595","Pointe Buick GMC, LLC",Automatic,All-Wheel Drive,Electric,4.3,770 reviews,"Penns Grove, NJ (74 mi.)","34,957 mi."
2022 Audi e-tron GT Prestige,"$59,995",Universal Auto Group,Automatic,All-Wheel Drive,Electric,5,92 reviews,"Silver Spring, MD (26 mi.)","24,421 mi."
2023 Mercedes-Benz EQE 350 4MATIC,"$51,995",Elite Auto Brokers,Automatic,All-Wheel Drive,Electric,4.9,765 reviews,"Gaithersburg, MD (27 mi.)","10,555 mi."
2016 Tesla Model S,"$34,881",Euro Motorcars Bethesda,Automatic,All-Wheel Drive,Electric,4.5,623 reviews,"Bethesda, MD (29 mi.)","11,995 mi."
2023 Tesla Model 3 Long Range,"$31,000",Koons Toyota Of Westminster,Automatic,All-Wheel Drive,Electric,4.6,867 reviews,"Westminster, MD (29 mi.)","21,349 mi."
2020 Tesla Model S Performance,"$48,995",District Auto Group,Automatic,All-Wheel Drive,Electric,5,24 reviews,"Marlow Heights, MD (32 mi.)","45,254 mi."
2021 Tesla Model 3 Long Range,"$25,700",Alexandria VW,Automatic,All-Wheel Drive,Electric,4.6,"1,148 reviews","Alexandria, VA (35 mi.)","46,254 mi."
2018 Tesla Model 3 Long Range,"$26,000",Koons of Tysons Chevrolet Buick GMC,Automatic,All-Wheel Drive,Electric,4.5,"1,204 reviews","Vienna, VA (38 mi.)","41,535 mi."
2022 Kia EV6 Wind,"$33,406",DARCARS Kia of Frederick,Automatic,All-Wheel Drive,Electric,3.6,131 reviews,"Frederick, MD (41 mi.)","9,529 mi."
2024 Kia EV6 Wind,"$42,500",Ourisman Fairfax Kia,Automatic,All-Wheel Drive,Electric,2.8,27 reviews,"Fairfax, VA (44 mi.)",108 mi.
2018 Tesla Model 3 Long Range,"$23,795",Capital Auto Sales,Automatic,All-Wheel Drive,Electric,3.8,153 reviews,"Chantilly, VA (48 mi.)","50,654 mi."
